title,author,isbn,openLibraryId,url,description
""The Circus Fire: A True Story of an American Tragedy"",""Stewart O'Nan"",""0385496850"","""","""","Chronicles the disastrous Hartford circus fire of 1944, a tragedy that claimed 167 lives and changed the history of the city."
""The Circus Train"",""Amita Parikh"","""","""","""",
""The Comprehensive INFP Survival Guide"",""Heidi Priebe"","""","""","""",
""The Couple Next Door"",""Shari Lapena"",""0735221081"","""","""","It all started at a dinner party...

A domestic suspense debut about a young couple and their apparently friendly neighbors—a twisty, rollercoaster ride of lies, betrayal, and the secrets between husbands and wives...

Anne and Marco Conti seem to have it all—a loving relationship, a wonderful home, and their beautiful baby, Cora. But one night, when they are at a dinner party next door, a terrible crime is committed. Suspicion immediately lands on the parents. But the truth is a much more complicated story.

Inside the curtained house, an unsettling account of what actually happened unfolds. Detective Rasbach knows that the panicked couple is hiding something. Both Anne and Marco soon discover that the other is keeping secrets, secrets they've kept for years."
""The Cousins"",""Karen M. McManus"",""0525708014"","""","""",
""The Covenant of Water"",""Abraham   Verghese"",""0802162177"","""","""",
""The Creation Answer Book"",""Hank Hanegraaff"",""1400319269"","""","""",
""The Crucible"",""Christopher W.E. Bigsby"",""0142437336"","""","""","The Crucible is a 1953 play by American playwright Arthur Miller. It is a dramatized and partially fictionalized story of the Salem witch trials that took place in the Massachusetts Bay Colony during 1692–93. Miller wrote the play as an allegory for McCarthyism, when the United States government persecuted people accused of being communists.


----------
Also contained in:

 - [Arthur Miller's Collected Plays](https://openlibrary.org/works/OL66341W)
 - [Collected Plays 1944-1961](https://openlibrary.org/works/OL15111386W)
 - [Crucible and Related Readings][1]
 - [Penguin Arthur Miller](https://openlibrary.org/works/OL22318521W)
 - [Portable Arthur Miller](https://openlibrary.org/works/OL66337W/The_Portable_Arthur_Miller)
 - [Prentice Hall: Literature: The American Experience](https://openlibrary.org/works/OL24558139W)
 - [Prentice Hall Literature: Timeless Voices, Timeless Themes: The American Experience](https://openlibrary.org/works/OL16060982W)
 - [Prentice Hall Literature: Timeless Voices, Timeless Themes: The American Experience](https://openlibrary.org/works/OL17727371W)

  [1]: https://openlibrary.org/works/OL18512368W/The_Crucible_and_Related_Readings"
""The Cuckoo's Cry"",""Caroline Overington"","""","""","""",
""The Culling Trials"",""K.F. Breene"",""1987933516"","""","""",
""The Curious Incident of the Dog in the Night-Time"",""Mark Haddon"",""1400032717"","""","""","This is Christopher's murder mystery story. There are no lies in this story because Christopher can't tell lies. Christopher does not like strangers or the colours yellow or brown or being touched. On the other hand, he knows all the countries in the world and their capital cities and every prime number up to 7507. When Christohper decides to find out who killed the neighbour's dog, his mystery story becomes more complicated than he could ever have predicted."
""The Dark Heart: A True Story of Greed"," Murder"," and an Unlikely Investigator"",""Joakim Palmkvist"",""1503959791"",
""The Dark Tower Series: Books 1-7"",""Stephen  King"",""1780484542"","""","""",
""The Dark-Hunters: Infinity"," Vol. 1"",""Sherrilyn Kenyon"",""0316190535"","""","Eleven thousand years ago a god was born. Cursed into the body of a human, Acheron endured a lifetime of hatred. His human death unleashed an unspeakable horror that almost destroyed the earth. Brought back against his will, he became the sole defender of mankind.

Only it was never that simple…

For centuries, he has fought for our survival and hidden a past he never wants revealed.

Now his survival, and ours, hinges on the very woman who threatens him. Old enemies reawaken and unite to kill them both.

War has never been deadlier… or more fun."
""The Death of Ivan Ilych"",""Leo Tolstoy"","""",""OL267162W"",""https://openlibrary.org/works/OL267162W"",
""The Death of Mrs. Westaway"",""Ruth Ware"",""1501156217"",""OL20561311W"",""https://openlibrary.org/works/OL20561311W"","""From the #1 New York Times bestselling author of In a Dark, Dark Wood, The Woman in Cabin 10, and The Lying Game comes Ruth Ware's highly anticipated fourth novel.  On a day that begins like any other, Hal receives a mysterious letter bequeathing her a substantial inheritance. She realizes very quickly that the letter was sent to the wrong person--but also that the cold-reading skills she's honed as a tarot card reader might help her claim the money.  Soon, Hal finds herself at the funeral of the deceased...where it dawns on her that there is something very, very wrong about this strange situation and the inheritance at the center of it. Full of spellbinding menace and told in Ruth Ware's signature suspenseful style, this is an unputdownable thriller from the Agatha Christie of our time""--"
""The Demon Next Door"",""Bryan Burrough"","""",""OL28592190W"",""https://openlibrary.org/works/OL28592190W"",
""The Devil in the White City"",""Erik Larson"",""0739303406"","""","""","From back cover: Bringing Chicago circa 1893 to vivid life, Erik Larson's spell-binding bestseller intertwines the true tale of two men - the brilliant architect behind the legendary 1893 World's Fair, striving to secure America's place in the world; and the cunning serial killer who used the fair to lure his victims to their death. Combining meticulous research with nail-biting storytelling, Erik Larson has crafted a narrative with all the wonder of newly discovered history and the thrills of the best fiction."
""The Diary of a Young Girl"",""Anne Frank"","""",""OL27294413W"",""https://openlibrary.org/works/OL27294413W"",
""The Dilemma"",""B.A. Paris"",""1250151368"","""","""","**Knowing the truth will destroy her. Keeping it secret will destroy him.**

It’s Livia’s 40th birthday, and her husband Adam is throwing her the party of a lifetime to make up for the wedding they never had. Everyone she loves will be there, except her daughter Marnie, who’s studying abroad. But Livia is secretly glad Marnie won’t be there.

Livia has recently uncovered a secret about their daughter which, if revealed, will shake the foundation of their family to its core. She needs to tell Adam, but she’s waiting until the party is over so they can have this last happy time together.

Adam, meanwhile, has his own surprise for Livia: he’s arranged for Marnie to secretly fly back for the party. But before Marnie arrives, Adam hears some terrible news. Now he too is faced with a dilemma: Does he share what he's learned with his wife? Is hiding the truth the same as telling a lie? And how far are Adam and Livia willing to go to protect the ones they love―and give each other a last few hours of happiness?"
""The Discovery of Magic"",""Michelle Madow"","""","""","""",
""The Divided Self: An Existential Study in Sanity and Madness"",""R.D. Laing"",""0141962089"","""","""","First published in 1960, this watershed work aimed to make madness comprehensible, and in doing so revolutionized the way we perceive mental illness. Using case studies of patients he had worked with, psychiatrist R. D. Laing argued that psychosis is not a medical condition but an outcome of the 'divided self', or the tension between the two personas within us: one our authentic, private identity, and the other the false, 'sane' self that we present to the world."
""The Drowning Woman"",""Robyn Harding"",""1538726769"","""","""",
""The Echo Wife"",""Sarah Gailey"","""",""OL20851667W"",""https://openlibrary.org/works/OL20851667W"",
""The End is Nigh"",""Ken Liu"","""","""","""",
""The Evelyn Project"",""Kfir Luzzatto"",""1938212002"","""","""",
""The Eye of the World"",""David   Grove"","""","""","""",
""The Fake Date"",""L.H. Stacey"",""1835330568"","""","""",
""The Fall Girl"",""Marcia Clark"",""1644282658"","""","""",
""The Family Remains"",""Lisa Jewell"",""1982178892"","""","""",
""The Family Upstairs"",""Lisa Jewell"",""1501190105"","""","""","Jewell has a way with the quietly creepy subgenre of domestic suspense. Her books, this one included, often rely on the kind of passive spying we do on our neighbors and loved ones—the kind of spying that uncovers unsettling secrets. In this book, the heroine, Libby Jones, has reached her twenty-fifth birthday and thus learns what her long-dead parents left to her: a house in London’s chichi Kensington neighborhood. But while Libby has been going about her life without incident when she becomes an heiress everything changes: she also learns of the violence in her family’s past and has no choice but to try and figure out what happened to her parents. 
(Review by Lisa Levy on crimereads.com )"
""The Farrier's Daughter"",""Leigh Ann Edwards"",""1460208722"",""OL21639545W"",""https://openlibrary.org/works/OL21639545W"",
""The Favorite Girl"",""Monica Arya"","""","""","""",
""The Feast of All Saints"",""Anne Rice"",""0345376048"","""","""","This is a duplicate. Please update your lists. See https://openlibrary.org/works/OL77840W."
